0.710002		0.141704
1.1859		0.0768033
2.24993		-0.225924
3.46895		-0.257955
5.38099		-0.615882
6.92954		-0.724927
7.20337		-0.961388
7.5422		-0.680551
6.28717		-0.632607
4.93107		-0.09779
3.5816		0.247429
2.31304		-0.201504
0.741542		0.0328059
-0.580849		0.0262474
-1.74305		-0.0331663
-2.83813		0.0923287
-3.54028		0.264915
-4.02288		0.0895875
-4.71877		0.219928
-5.03791		0.454021
-5.64504		0.313631
-5.37272		0.450182
-4.96726		0.453039
-4.06694		0.436075
-3.19664		0.192879
-3.02888		0.327932
-2.13356		0.283248
