-0.0234555		-0.272712
-0.145673		-0.139974
0.0174089		-0.132238
-0.297112		-0.0690862
-0.0976285		-0.0631651
-0.126111		0.512453
0.0329853		1.02471
-0.24171		1.64157
0.246897		2.63207
0.298916		3.19202
0.0659457		3.32286
0.167888		2.01992
-0.0572676		0.823769
-0.26767		-0.112797
-0.169697		-1.07814
-0.0843437		-1.87027
0.0948611		-2.57645
0.113584		-2.60864
0.127927		-2.02663
0.185113		-1.64732
0.25603		-1.14861
0.468614		-0.501466
0.114804		-0.230368
0.21513		-0.136386
0.0200237		-0.258145
-0.185995		-0.489256
0.0450953		-0.691526
