-0.00182134		0.0804201
-0.169237		0.251685
-0.167811		0.210099
-0.0386588		0.483014
-0.17641		0.976251
0.0487504		1.53971
0.247618		3.08866
0.0336387		3.68088
0.325251		3.79077
0.0564853		3.09988
-0.137976		2.4457
-0.163939		0.904094
-0.0564173		-0.164962
0.243942		-0.90124
0.0520796		-1.42328
0.465938		-2.41716
0.866441		-3.02
0.273333		-3.40534
0.286672		-3.12919
0.404705		-2.54219
0.378812		-1.39503
0.204673		-1.25554
0.149281		-0.616217
0.0458221		-0.555215
-0.042418		-0.349659
-0.248958		-0.338284
-0.578844		-0.15045
