-0.109258		0.0819348
0.293044		-0.385551
0.958318		-0.453331
2.37249		-0.688981
3.43291		-0.606975
4.29099		-0.861422
5.33584		-0.331835
5.07151		0.0156555
4.24938		0.129415
3.88767		0.189326
3.15999		0.635834
1.70679		0.354763
0.617045		0.195607
-0.129458		-0.0668182
-1.09676		-0.0760059
-2.18467		-0.0987793
-2.70857		-0.262367
-3.46834		-0.185175
-4.16427		0.0261005
-3.95311		-0.0378552
-3.66666		0.212869
-3.53296		0.344769
-2.96023		0.626213
-1.75057		0.178105
-0.682533		-0.0127649
-0.266437		0.140139
