-0.0907914		0.0270562
0.262413		0.230617
1.03996		0.00317945
4.15473		-0.38047
5.36911		-0.430504
6.7634		-0.258995
7.20832		-0.0736076
5.61056		-0.13832
4.01947		-0.560644
1.41804		-0.213087
-0.0195746		0.0538523
-0.89004		-0.10766
-2.25419		-0.00361392
-3.22776		0.451962
-4.1419		0.625463
-4.37599		0.382548
-4.7435		0.487113
-4.64478		-0.0195826
-4.4264		0.430785
-4.73482		0.42432
-4.04298		0.367076
-3.72808		0.275957
-3.77309		0.370328
-3.21183		0.0945218
-2.48663		0.0582854
-1.58492		0.0124608
