-0.383461		0.18834
-0.155536		0.0893365
0.494858		-0.211007
1.96787		-0.222255
3.44291		-0.591343
4.82943		-0.261254
5.45078		-0.411145
5.14789		0.0718243
4.46172		-0.117322
3.78915		0.0833344
2.99999		0.119427
1.07411		0.109046
0.206115		-0.0449902
-0.769496		-0.124924
-2.27545		0.00443237
-3.15738		-0.251911
-4.0501		-0.534957
-3.96616		-0.786224
-4.50439		-0.496898
-4.746		-0.118526
-4.41135		-0.0543927
-3.99883		-0.00642334
-3.12942		-0.00901367
-2.57687		-0.0804047
-1.22883		0.261248
-0.516323		0.087804
0.176418		0.0649225
