1.58877		0.127493
3.7411		-0.181435
5.31197		-0.0940406
6.54995		0.163474
7.29647		0.115069
6.86667		0.306996
6.11981		0.336282
4.19548		0.502697
2.20892		0.105575
-0.399999		-0.100064
-2.14579		-0.0955526
-3.77368		-0.128833
-4.08188		-0.0961859
-4.14171		-0.166313
-4.9042		-0.183942
-3.94876		-0.385041
-4.8504		-0.258753
-4.64632		-0.470339
-5.13233		-0.203088
-4.29588		-0.381813
-3.82861		-0.196666
-3.02041		-0.0471802
-1.78996		-0.128753
-0.524653		-0.0145042
0.223181		0.0606072
0.630617		0.127946
