0.106923		0.107047
0.514506		-0.172761
1.43665		-0.486771
2.98469		-0.517471
4.40068		-0.556413
5.48959		-0.738462
5.66607		-0.693461
5.32378		-0.568417
5.30106		-0.308244
4.57029		-0.473891
2.8168		-0.137975
0.884858		-0.0514307
-0.809203		0.0263495
-2.60205		0.3033
-3.80494		0.330947
-4.41651		0.300526
-4.82237		0.242748
-5.2736		0.394961
-5.75484		0.213278
-5.19989		0.0687897
-4.24881		-0.200073
-3.46328		-0.223084
-1.99758		0.023584
-1.14605		-0.517874
-0.532612		-0.581791
-0.262821		-0.518772
