-0.82534		1.47841
-0.88147		1.67433
-1.02912		1.39141
-0.976263		1.28017
-1.00629		1.29912
-0.872999		0.948288
-0.823515		0.743768
-0.75113		0.49345
-0.599914		0.497457
-0.630024		0.440662
-0.559084		0.359375
-0.587995		0.467861
-0.544681		0.367669
-0.578683		0.17643
-0.422462		0.356392
-0.415019		0.328048
-0.439726		0.379741
-0.437925		0.302562
-0.35827		0.171626
-0.352058		0.0408429
-0.29944		0.0966306
-0.295577		0.0412028
-0.344291		0.00269746
-0.486044		0.115174
-0.55458		0.114944
-0.727209		0.0938687
-0.652471		0.196803
-0.674884		0.111023
-0.705597		0.233008
-0.757374		0.382459
-0.856068		0.778152
-0.753891		0.871975
-0.814857		0.825879
-0.718693		0.664002
-0.623715		0.571087
-0.618733		0.558423
-0.716245		0.572965
-0.755093		0.651013
-0.807324		0.831946
