0.91236		0.308997
0.93292		0.118905
0.517623		0.166924
-0.047176		-0.119602
-1.37283		0.0733185
-3.16204		0.0100694
-4.8284		0.0246312
-5.90369		0.240225
-5.93698		0.253924
-5.48678		0.13233
-4.83402		0.263527
-3.17088		0.201028
-1.36108		0.162141
0.184737		0.00270427
1.52291		-0.0474618
2.7282		-0.0499143
3.40284		-0.229851
3.88883		-0.254261
4.39083		-0.332659
4.9711		-0.137998
4.739		-0.116644
4.78538		-0.0253851
4.45311		0.0521719
4.13063		0.0684995
3.19656		-0.0370303
2.04204		-0.161222
1.16891		0.10547
