-0.0746753		-0.0252692
-0.375192		-0.0837628
-1.0649		0.000402222
-2.74737		-0.169661
-4.01927		-0.0332257
-5.10492		-0.210694
-5.65383		-0.321601
-6.1189		-0.198799
-5.98914		-0.0184497
-5.06591		0.0221686
-3.85824		-0.136121
-2.2159		-0.130757
-0.48641		-0.261237
1.04126		-0.201896
2.58075		-0.0918433
3.79234		0.15074
5.01893		0.101896
5.21012		0.228599
5.58825		0.121205
5.347		0.0992352
4.79694		-0.124329
3.98908		0.0836115
3.03188		-0.140844
2.36176		-0.239918
1.4442		-0.158937
1.12875		0.0894189
