-0.584717		-0.136459
-1.9047		-0.102356
-3.94674		-0.105118
-5.56942		-0.191931
-6.34541		-0.0790161
-6.74463		-0.188191
-6.65113		-0.390231
-6.45043		-0.366509
-5.37775		-0.266511
-4.19447		0.0576868
-2.35829		0.114871
-0.628958		0.277444
0.959976		0.0898755
2.63714		0.5115
3.64118		0.267324
4.42211		0.294612
5.15102		0.148223
5.19779		0.192511
5.62599		-0.00069458
5.21957		0.0419403
4.79341		-0.171886
3.57985		-0.201769
2.95566		-0.305134
2.55081		0.104978
2.55204		0.066452
2.81496		0.235897
2.37614		0.050697
1.80658		-0.219601
