-0.0911039		-0.130484
-0.111097		-0.0635885
-0.699441		0.013038
-1.4612		-0.172095
-2.88189		0.280178
-4.43044		0.327819
-5.83063		-0.0813662
-6.2812		-0.151536
-6.03049		-0.253705
-5.84337		-0.488649
-4.49431		-0.583548
-2.86226		-0.436777
-1.37748		-0.29699
0.169676		0.0102654
1.41397		-0.0425574
2.68536		-0.0463543
3.97683		0.13103
5.03723		0.255988
5.49249		0.372992
5.6072		0.173354
5.33103		0.14469
5.24318		0.0712821
4.79335		0.199069
4.03818		-0.124938
3.75315		0.0573012
3.01697		-0.313447
